4;EHOME;50;1000;1000;1000;1000;629
3335660;team_ftd_c;950;1000;1000;1000;1000;950
2640025;iG.Vitality;1800;1000;1000;1000;1000;1391
2414475;We.are.young;650;1000;1000;1000;1000;745
15;LGD-GAMING;1300;1000;1000;1000;1000;1210
3546261;Death Before Defeat;850;1000;1000;1000;1000;870
3380524;Team NV;1150;1000;1000;1000;1000;1128
2547352;MOBILE GIRL;950;1000;1000;1000;1000;953
3331948;LGD.Forever Young;1100;1000;1000;1000;1000;1148
5;Invictus Gaming;1850;1000;1000;1050;1000;1416
3688387;PRODOTA GAMING;950;1000;1000;1000;1000;948
726228;Vici Gaming;1400;1000;1000;1000;1000;1161
2552670;Prodota GaminG;950;1000;828;1079;1000;1035
3326680;Horde;600;939;943;1011;1000;1009
111474;Alliance;1150;764;1036;1000;1000;1289
3586078;Geek Fam;1700;1125;1017;1276;1000;1214
3623538;Destiny Gaming;950;1000;1000;1000;1000;951
2163;Team Liquid;1800;1175;1193;1000;1000;1248
3332295;Friends;950;1000;1031;871;1000;1065
2659468;WarriorsGaming.Unity;1550;984;1040;1000;1000;1345
3413162;Chicken Rice 1;950;1000;1000;1000;1000;953
2880140;Fire Dragoon;1050;1000;1000;1000;1000;1046
2592576;Team Bibu;950;1000;1000;1000;1000;958
3662845;Riptide Dota 2;1050;1000;1000;1000;1000;1046
1633432;Not Today !;900;1000;1000;1000;1000;906
3513460;END;800;1000;1000;1000;1000;812
2246141;Team Alternate Attax;850;1000;1000;1050;1000;820
2775251;Tarantula Gaming;900;1000;1000;1000;1000;887
3413786;90's Old Revenge;950;1000;1000;1000;1000;945
2803901;Fantastic Gaming Dota Team;950;1000;1000;1000;1000;989
2845183;RevengeSpirit-Reborn;950;1000;1000;1000;1000;965
3690568;Unknown Force;900;1000;1000;1000;1000;905
2285416;Vicious FAME;900;1000;1000;1000;1000;898
2662139;Mineski-X;950;1000;1000;1000;1000;966
3326927;Divine Gaming;950;1000;1000;1000;1000;946
2833354;Vici Gaming Potential;700;1000;1000;1000;1000;826
2626685;EHOME.KEEN;900;1000;1000;1000;1000;950
3326126;Team VG.J;1100;1000;1000;1000;1000;1085
3581614;8000;750;1000;1050;906;1000;822
3702845;80085 &lt3;1100;1000;1000;1000;1000;1097
46;Team Empire;1500;1000;1178;1000;1000;1177
2537636;Elements Pro Gaming;850;861;999;1047;1000;955
3691991;Hard Question;1100;1000;1000;1000;1000;1088
3333433;Doo Wop;1400;845;1000;1149;1000;1263
2701329;Team Freedom Dota 2;950;788;906;1113;1000;977
2634810;EHOME.LUMINOUS;950;1000;1000;1000;1000;946
2776208;White Fries Gaming;1050;1000;1000;1000;1000;1054
3703188;Danish Bears;1100;1000;1000;1000;1000;1099
3336725;Rampage Gaming;1050;1000;1000;1000;1000;1050
1520578;CDEC Gaming;1100;1000;1000;1000;1000;1074
3625157;Peas and Carrots;950;1000;1000;1000;1000;943
3580606;SG e-sports;1150;915;1000;1000;1000;1088
2850016;Sanguine Sharks;1000;1000;955;1050;1000;995
2672298;Infamous -_^;1050;823;1000;1179;1000;896
2533075;Cloud 9;1050;879;1136;1000;1000;1142
3706211;BoRe;850;1000;1000;1000;1000;870
1375614;Newbee;1400;1000;1000;1000;1000;1270
3266312;Evil Corporation;1000;1000;906;1000;1000;1072
2790766;Rebels!;1850;950;1283;989;1000;1387
3705914;AW;950;1000;1000;1000;1000;950
2677025;;1000;1000;1000;1000;1000;1003
3707335;AW;950;1000;1000;1000;1000;950
3152713;IKEA;1250;1000;948;1094;1000;1188
3334621;Hard Question;800;1000;1000;1000;1000;808
1272244;EHOME.X;850;1000;1000;1000;1000;873
2414095;Avalon_Club;1100;1000;1000;1000;1000;1094
3258149;CAVALRY;1050;1000;1000;1000;1000;988
2208748;Team DuoBao;800;1000;1000;1000;1000;895
1836806;the wings gaming;1100;1000;1000;1000;1000;1090
1983234;Team Braveheart;750;1000;1000;1000;1000;882
1951061;Newbee.Young;800;1000;1000;1000;1000;859
3343967;Wings.Red;900;1000;1000;1000;1000;907
20;Newbee.Boss;750;1000;1000;1000;1000;806
2854942;MAX.Y;900;1000;1000;1000;1000;959
2789129;Bheart.Zombie;800;1000;1000;1000;1000;817
3456993;;900;1000;1000;1000;1000;923
2860081;team_ftd_a;900;1000;1000;1000;1000;909
3349045;RUSH B;900;1000;1000;1000;1000;857
2006913;Vega Squadron;950;981;942;1049;1000;962
3547682;Team VGJ;1600;1000;1000;1000;1000;1457
2828433;Monsters;900;1000;1000;1000;1000;898
3623934;See You Again;600;906;1000;951;1000;814
3414796;VULTUR TEAM;650;1000;1000;1000;1000;749
2897892;Alpha Pro Gaming;900;1000;1000;1000;1000;917
3713339;Nullstone Gaming;900;1000;1000;1000;1000;908
3724222;Team Red;1050;1000;1000;906;1000;1016
3705786;Mad Kings;1100;1000;1000;906;1000;1162
3415515;VINCE TE IPSUM;950;1000;1000;1000;1000;947
370775;Eternity;700;1000;1000;1000;1000;805
3728003;LQ;550;1054;955;903;1000;730
3715938;Sanguine Sharks;900;1000;955;958;1000;977
1883502;Virtus.pro;1100;1000;1050;1035;1000;1017
350190;Fnatic;400;788;910;1000;1000;799
2581813;Execration;500;964;914;955;1000;834
2512249;Digital Chaos;1750;1015;1083;1225;1000;1212
3214108;Team NP;1900;985;1179;1275;1000;1282
3477208;Midas Club Elite;750;1000;1000;1009;1000;814
3730002;END;800;1000;1000;1000;1000;858
3322396;ENTiTY ESPORTS;450;1000;1000;911;1000;754
3725701;Happy Feet;1250;1000;1000;1170;1000;966
3262331;Team EVOS;900;1000;1000;1091;1000;853
543897;Mineski.GGNetwork;1800;906;928;1261;1000;1427
1905619;Wheel Whreck While Whistling;1000;1000;1000;1097;1000;964
3622247;Team Legion;800;1000;1000;1000;1000;864
3726949;Team FDL;900;1000;1000;991;1000;937
1105664;Rex Regum QEON;900;963;906;1132;1000;975
3737715;Signature.Dota2;700;1000;1000;1000;1000;764
2822317;To.be.or.not.to.be;1200;1000;1000;1000;1000;1155
3321220;T Show;700;1000;1000;1000;1000;729
3661849;Team PewPew;550;1000;1000;769;1000;825
3325406;Romania;900;1000;1000;1000;1000;876
1964407;Comanche;800;1000;1010;1000;1000;851
3334209;Team Ukraine;1050;1000;1000;1000;1000;1033
2293742;mYinsanity;1050;1000;950;995;1000;1094
3714164;OverPower;850;1000;1000;1000;1000;857
1302201;Bravado Emotion;800;1000;1000;1000;1000;851
2538753;Fantastic Five;1000;1000;1000;1000;1000;973
3334489;Ne Rus?;700;1000;1000;1000;1000;783
2788415;Team One !;550;1000;1000;1000;1000;651
2108395;TNC Pro Team;2050;1065;1050;1094;1000;1431
2859105;Team DileCom;650;867;915;926;1000;990
3264479;aboshamaleh;850;1000;1000;1000;1000;862
1276785;The Mongolz;850;915;1000;976;1000;962
3718685;MVP.Revolution;950;1000;1000;1000;1000;976
2745129;-Dark Passage eSports-;850;1000;1000;1000;1000;904
3317512;DUOBAO Young;1300;1000;1000;1000;1000;1184
3322300;s1 Lykos;1000;1000;1000;1000;1000;986
3412044;NOVA eSport;900;1000;1000;954;1000;956
3659536;Clutch Gamers;1450;955;1033;1420;1000;1068
2338511;Tasik Anti Rata;1050;1000;1000;1000;1000;1050
